input_keywords,output_content
Chevrolet;Nova,"In 1959, manufacturing plants are enlarged and set up to produce cars, pick ups and trucks. On January 25, 1960 the first Argentinean Chevrolet pick-up was introduced. The following year the national government approves the investment plan for 45 million dollars which included a plant of 12,000 m2. On March 12, 1962 the first Chevrolet 400 was made based on the North American Chevy II. The original plan considered a national integration of 50% during the first year of production; this amount had to be 90% in 1964 with a production of 15,000 units. By 1969, the Chevy line, derived from the American Chevy Nova, was presented.
"
